4.610497999999999763e+01,7.075549999999999784e+00,4.615612183000000073e+02
4.610517670471947582e+01,7.075516590561240271e+00,4.615770265242156256e+02
4.610535227834849081e+01,7.075558481101006159e+00,4.615018523141594642e+02
4.610557711994147212e+01,7.075604584743787839e+00,4.617194884696869508e+02
4.610581900800855237e+01,7.075695254962306890e+00,4.625763958053806277e+02
4.610603650298114076e+01,7.075744940995980059e+00,4.627160410726232271e+02
4.610625728964705417e+01,7.075806200737790874e+00,4.628483230067852787e+02
4.610648371879098306e+01,7.075870637794710483e+00,4.629651514634102227e+02
4.610671033559157905e+01,7.075937561776431295e+00,4.630295836688937925e+02
4.610693696535194874e+01,7.076004308589706859e+00,4.628847972379240332e+02
4.610716357632147577e+01,7.076071281750990316e+00,4.626156067761252757e+02
4.610738998227138552e+01,7.076140615836639114e+00,4.624603477801136364e+02
4.610761647701289689e+01,7.076209139578055307e+00,4.623540373379144057e+02
4.610784295604295124e+01,7.076277834360798380e+00,4.621898044375209338e+02
4.610806938281150735e+01,7.076347328703071149e+00,4.619603292022875394e+02
4.610829587738002999e+01,7.076415988787970512e+00,4.617023484633719477e+02
4.610852243686276353e+01,7.076483844344244822e+00,4.614340615245942558e+02
4.610874898286514423e+01,7.076551731709222359e+00,4.611578759455491650e+02
4.610897554629787720e+01,7.076619365520651073e+00,4.608681316177168696e+02
4.610920099960881657e+01,7.076694424794457206e+00,4.606058823398775530e+02
4.610941919749430440e+01,7.076783935949910287e+00,4.603021642738049195e+02
4.610963520565566398e+01,7.076854328389003967e+00,4.600082497554355427e+02
4.610985144619656495e+01,7.076917981452735873e+00,4.595294152194376238e+02
4.611006771656194303e+01,7.076976713922060291e+00,4.591020876656664882e+02
4.611028395133644864e+01,7.077035866700902567e+00,4.586174160738255523e+02
4.611050015052008888e+01,7.077095439789263587e+00,4.580754004439147025e+02
4.611071637480887375e+01,7.077154797128155650e+00,4.575171848889395392e+02
4.611093260084803092e+01,7.077214126246741621e+00,4.571225823862177435e+02
4.611114995618969914e+01,7.077265748129092593e+00,4.568505391369691324e+02
4.611137470987662113e+01,7.077301312829031410e+00,4.566166193815909651e+02
4.611160154927156185e+01,7.077356998385083031e+00,4.563997221539211750e+02
4.611182813757287136e+01,7.077419602009095811e+00,4.564545234699993443e+02
4.611205425944165626e+01,7.077489575003313327e+00,4.565156308472708133e+02
4.611227444290832977e+01,7.077573939719524532e+00,4.564208350382624531e+02
4.611249008241723857e+01,7.077665576117858848e+00,4.564192183776683578e+02
4.611269888108623860e+01,7.077728875642000261e+00,4.565483163648032701e+02
4.611290767121579393e+01,7.077792080636448269e+00,4.566450305911506007e+02
4.611310977756225071e+01,7.077870625783382330e+00,4.567697862844932502e+02
4.611330879840876662e+01,7.077964897131459487e+00,4.569511295464834575e+02
4.611349811268998167e+01,7.078088209234039141e+00,4.570750575688583126e+02
4.611366294845230129e+01,7.078251405428224174e+00,4.568189305687756132e+02
4.611379963318608333e+01,7.078452314148552915e+00,4.566045743889715141e+02
4.611391284244665911e+01,7.078678603171481676e+00,4.566872462421263208e+02
4.611400048382290606e+01,7.078937168124634027e+00,4.566693524175919379e+02
4.611406431526489769e+01,7.079263435474249633e+00,4.565229859208630501e+02
4.611409744209871064e+01,7.079629239441550759e+00,4.562499462998474087e+02
4.611410640092428537e+01,7.080019091555219468e+00,4.558223185215290414e+02
4.611408812104149746e+01,7.080432920105476313e+00,4.553138576699860778e+02
4.611404951834725097e+01,7.080856251720055283e+00,4.548722017491123779e+02
4.611400501191435808e+01,7.081279059625604333e+00,4.548520205364281992e+02
4.611395868642411244e+01,7.081701317207480528e+00,4.548222433241214731e+02
4.611391666453904037e+01,7.082121679101599732e+00,4.547598293219849666e+02
4.611387352287626129e+01,7.082541485291522498e+00,4.547610733633261475e+02
4.611383190381212671e+01,7.082961858286433987e+00,4.548867499810576760e+02
4.611379202264249244e+01,7.083382860006649295e+00,4.551027589951604000e+02
4.611375504125639679e+01,7.083804803453509713e+00,4.552411199369500991e+02
4.611372057414777004e+01,7.084227501939531102e+00,4.553305490486639542e+02
4.611368857997074855e+01,7.084650910035446003e+00,4.553983257853243458e+02
4.611365919431299432e+01,7.085075100732677100e+00,4.554517328746815110e+02
4.611363384994265857e+01,7.085500263863155901e+00,4.554309023685106581e+02
4.611360743772703330e+01,7.085928013443112405e+00,4.553319941137262390e+02
4.611358708385036920e+01,7.086357252467292867e+00,4.552439499547379000e+02
4.611357118108069386e+01,7.086787071705765051e+00,4.550754214075957975e+02
4.611356005399405689e+01,7.087217393264412024e+00,4.547908072257495746e+02
4.611355326985809455e+01,7.087647909337756680e+00,4.544671743584391379e+02
4.611355197350101776e+01,7.088078373950668976e+00,4.542947974946561089e+02
4.611355603054997232e+01,7.088508759535835146e+00,4.542353982478288117e+02
4.611356594630576211e+01,7.088938988449328349e+00,4.542997722830898510e+02
4.611358109007645822e+01,7.089368657438112287e+00,4.546927609601051472e+02
4.611360132762882102e+01,7.089797678406806192e+00,4.552990306750143077e+02
4.611362614263736504e+01,7.090225921759081729e+00,4.560126942565910326e+02
4.611365647733462225e+01,7.090652787727963258e+00,4.568124040399918613e+02
4.611369198552317528e+01,7.091078256612776798e+00,4.577547037504152740e+02
4.611373475993980264e+01,7.091497791488555968e+00,4.588325454437265876e+02
4.611378279179692896e+01,7.091915093488692534e+00,4.598136615695101455e+02
4.611383608109454002e+01,7.092330162613182054e+00,4.606980521277660046e+02
4.611389424762771228e+01,7.092743098626887566e+00,4.614315135152055518e+02
4.611395696080978723e+01,7.093153787628586393e+00,4.619007709346922752e+02
4.611402421433538024e+01,7.093562271613889081e+00,4.622336923276039897e+02
4.611409551969540388e+01,7.093968661613061499e+00,4.624994395634039961e+02
4.611417110366394212e+01,7.094371670451369738e+00,4.625811225736100027e+02
4.611425053747917246e+01,7.094772195991746244e+00,4.625554296050180483e+02
4.611433194253367418e+01,7.095174104348286548e+00,4.624891906976362748e+02
4.611441696213486097e+01,7.095573077145976626e+00,4.623409473447084110e+02
4.611450559628274704e+01,7.095969114384818255e+00,4.621106995462346845e+02
4.611459743957708923e+01,7.096362587824071255e+00,4.614817779498908408e+02
4.611469238320815123e+01,7.096753450967096200e+00,4.606668553636700949e+02
4.611479158271458800e+01,7.097140510735878927e+00,4.603672489941993717e+02
4.611489508807187576e+01,7.097523675343996530e+00,4.605151079847836968e+02
4.611500098279159943e+01,7.097905107349741449e+00,4.601239570005362793e+02
4.611511037393817247e+01,7.098283047120167666e+00,4.597993309925837480e+02
4.611522245613901561e+01,7.098658211868608348e+00,4.595226413069457294e+02
4.611533762131620051e+01,7.099029756729131613e+00,4.593175488396459514e+02
4.611545590218155866e+01,7.099397640162042222e+00,4.591836285671233782e+02
