4.610497999999999763e+01,7.075549999999999784e+00,4.615612183000000073e+02
4.610517670471947582e+01,7.075516590561240271e+00,4.615770265242156256e+02
4.610535227834849081e+01,7.075558481101006159e+00,4.615018523141594642e+02
4.610557711994147212e+01,7.075604584743787839e+00,4.617194884696869508e+02
4.610580414581163922e+01,7.075675647202805507e+00,4.628608217810672159e+02
4.610603037009190786e+01,7.075738716682595353e+00,4.631475242707928714e+02
4.610625699381349563e+01,7.075805527650947724e+00,4.633655953280727999e+02
4.610648377800288955e+01,7.075870029466402755e+00,4.632594952505052106e+02
4.610671048826004892e+01,7.075935392301971660e+00,4.629701615836924020e+02
4.610693700368183556e+01,7.076003197047876725e+00,4.627768213159031916e+02
4.610716365796123029e+01,7.076069811463741033e+00,4.626496240271533793e+02
4.610739025058128959e+01,7.076137160855684449e+00,4.624967449187948318e+02
4.610761670606113682e+01,7.076206500497320917e+00,4.622914433996678554e+02
4.610784299253546692e+01,7.076277594380733227e+00,4.621624663730583507e+02
4.610806933489135417e+01,7.076348019892614083e+00,4.620475188449004236e+02
4.610829571062598120e+01,7.076418018302806701e+00,4.618539927116016770e+02
4.610852212943009931e+01,7.076487465670458832e+00,4.615954527863593739e+02
4.610874863016545788e+01,7.076555864968536724e+00,4.613262966207363434e+02
4.610897542194630461e+01,7.076621008361565934e+00,4.609295060559680905e+02
4.610920216849527975e+01,7.076686477299841904e+00,4.604965335208956390e+02
4.610942891304015490e+01,7.076751916943416987e+00,4.601177338431472776e+02
4.610965361629630621e+01,7.076831273461813510e+00,4.598534390473300277e+02
4.610986496874116369e+01,7.076939899272224999e+00,4.596421348318378932e+02
4.611007231871857215e+01,7.077014891173181610e+00,4.594810576604148764e+02
4.611028014462253566e+01,7.077077267841131558e+00,4.589227634046011417e+02
4.611048803590540501e+01,7.077130692792997557e+00,4.584165736726688465e+02
4.611069794327519844e+01,7.077170460400140861e+00,4.577470573418426056e+02
4.611092113739270815e+01,7.077181715272401696e+00,4.569213311621655862e+02
4.611114827297106444e+01,7.077227321030314933e+00,4.560126167612027643e+02
4.611137499141279505e+01,7.077284977572626978e+00,4.557854347433515159e+02
4.611160164762627289e+01,7.077351535034469343e+00,4.558006516956748442e+02
4.611182833411348270e+01,7.077417702302852831e+00,4.560407007858157158e+02
4.611205483647123060e+01,7.077485696645655189e+00,4.564648367384266976e+02
4.611228131759774129e+01,7.077553916626820651e+00,4.570099728505090297e+02
4.611250702137392921e+01,7.077626500554826450e+00,4.573240609025644972e+02
4.611272201936871795e+01,7.077725205262920483e+00,4.569735899641705146e+02
4.611292880796581528e+01,7.077837389192294104e+00,4.565660093551049954e+02
4.611312347023746838e+01,7.077896700092765947e+00,4.562800863407905467e+02
4.611331815197004858e+01,7.077955439101864421e+00,4.561283475614235954e+02
4.611350158024334434e+01,7.078037426438594792e+00,4.562581314826750827e+02
4.611369017401426618e+01,7.078121425644334330e+00,4.569952309006136488e+02
4.611386929096218523e+01,7.078246436254779894e+00,4.576453472825685935e+02
4.611401663885666835e+01,7.078494470242025827e+00,4.574970784176591678e+02
4.611411255292045297e+01,7.078814920876613570e+00,4.572512397386421412e+02
4.611416753616065023e+01,7.079179564561497884e+00,4.568250178879102918e+02
4.611417384171126344e+01,7.079587476980009342e+00,4.560588105231001919e+02
4.611414263487229448e+01,7.080012107325143411e+00,4.552863573743991310e+02
4.611410024053358114e+01,7.080435540325852983e+00,4.551041758773529295e+02
4.611405376217210517e+01,7.080857625770594410e+00,4.548500709212787569e+02
4.611400567548496099e+01,7.081279196125526809e+00,4.545231314707610863e+02
4.611395755310600464e+01,7.081700786726538688e+00,4.544104760793053970e+02
4.611390989282570985e+01,7.082122593714462511e+00,4.544893407256762998e+02
4.611386279270617194e+01,7.082544660855284668e+00,4.546813743823353207e+02
4.611382601066722486e+01,7.082964222144981115e+00,4.549125373287309344e+02
4.611378756501387244e+01,7.083382894314890876e+00,4.550637987711124310e+02
4.611375092870908077e+01,7.083802199144623835e+00,4.553125441919005993e+02
4.611371685984421731e+01,7.084222381011738179e+00,4.555555051030709137e+02
4.611368720087023121e+01,7.084643901013448541e+00,4.556040488243703521e+02
4.611365271278068434e+01,7.085069677233805763e+00,4.555504269787830935e+02
4.611362465587607318e+01,7.085497751265600996e+00,4.555575304389021198e+02
4.611359901572724596e+01,7.085926430117700292e+00,4.555063099341992938e+02
4.611357808184645535e+01,7.086355987796995493e+00,4.552720324543659558e+02
4.611356032431434926e+01,7.086786000126264362e+00,4.550761108469280316e+02
4.611354728247852108e+01,7.087216445264862053e+00,4.549079204020456473e+02
4.611353961070696528e+01,7.087647290151197765e+00,4.547313163119891897e+02
4.611353840727012710e+01,7.088078507568861042e+00,4.543658389349932918e+02
4.611354215671801882e+01,7.088509662867733319e+00,4.538693384062415248e+02
4.611355287717385210e+01,7.088940326147409543e+00,4.536834730644566775e+02
4.611356875993537585e+01,7.089370463988975857e+00,4.537421373664656130e+02
4.611358959313238159e+01,7.089799880256114406e+00,4.541101415100885106e+02
4.611361594679479481e+01,7.090228263309656498e+00,4.550955491762060205e+02
4.611364682830166828e+01,7.090655584450551885e+00,4.565734522167633713e+02
4.611368078692396466e+01,7.091082031320004475e+00,4.580001345735286691e+02
4.611372041491932805e+01,7.091506540897029254e+00,4.593699267378827926e+02
4.611376527786147506e+01,7.091929190263067895e+00,4.605847155761791214e+02
4.611381876247203593e+01,7.092342104158531946e+00,4.613209504767600606e+02
4.611387951267642649e+01,7.092751673294802828e+00,4.618098086745492310e+02
4.611394664915827946e+01,7.093158097526357508e+00,4.621757815345806080e+02
4.611401757965995785e+01,7.093562439874180114e+00,4.624245385654732559e+02
4.611409290231070912e+01,7.093964219138113592e+00,4.625584701079046681e+02
4.611416784621371789e+01,7.094371648676151665e+00,4.626955166077428316e+02
4.611424369714122662e+01,7.094778453943868968e+00,4.628345349625376457e+02
4.611432345554426604e+01,7.095181255005766019e+00,4.627594535404019780e+02
4.611440659959410482e+01,7.095581565519810674e+00,4.626077645378415468e+02
4.611449372957502391e+01,7.095978674253991869e+00,4.623801060500590552e+02
4.611458645871549322e+01,7.096371123252563251e+00,4.620028677053371098e+02
4.611468478701549856e+01,7.096758912515523043e+00,4.614760495036757675e+02
4.611478498430361128e+01,7.097146091145043911e+00,4.604457182427786393e+02
4.611488822462285952e+01,7.097530478093746709e+00,4.591590364734782952e+02
4.611499519853936135e+01,7.097911180173818835e+00,4.588760215415563835e+02
4.611510432382784330e+01,7.098289530700302663e+00,4.595480241146731828e+02
4.611521515126020176e+01,7.098666042342625104e+00,4.591833169581448715e+02
4.611532988144404754e+01,7.099038392252783325e+00,4.595793600146889730e+02
4.611544786085056558e+01,7.099407243876711959e+00,4.603205207479551291e+02
